CODE3,EXPL3,STATE,
1AE,Abilene Bone & Joint Clinic,TX,
1AF,Advanced Podiatry Associates,PA,
1AG,Asthma & Allergy Care Delaware,DE,
1AH,Woman's Place OB/GYN,PA,
1AK,Arbor Lane Physicians,MI,
1AL,Associated Pediatrics Fox Vally,IL,
1AN,Anesthesia Consultants Dallas,TX,
1AO,Angelina Internal Medicine,TX,
1AP,Austin Bone & Joint Clinic,TX,
1AR,Austin Gastroenterology,TX,
1AS,Austin Eye Clinic,TX,
1AU,Arthritis Associates Of NW,OH,
1AW,Arizona Kidney Disease/Hyprtnsn,AZ,
1AX,Associates In Pediatrics SC,IL,
1AZ,Acacia Internal Medicine,AZ,
1B1,Aurora Womancare,CO,
1B2,Creston Medical Clinic,IA,
1B4,Center For Pain Management,VA,
1B5,Center For Foot Surgery,FL,
1BC,Churchill Counseling,OH,
1BF,Clearwater Cardiovascular,FL,
1BH,Capital Orthopaedic Specs,MD,
1BL,ABC Pediatrics,NC,
1BO,Caromont Medical Group,NC,
1BP,Asheville Neonatology,NC,
1BQ,Courtview OB/GYN,NC,
1BR,Associates Pediatric/Adolscnt,LA,
1BU,Advanced Medical Imaging,NE,
1BV,Cumberland River Clinic,KY,
1BX,Gemini OB/GYN LLC,FL,
1BZ,Anniston OB/GYN Associates,AL,
1C1,Centa Medical Group PA,SC,
1C2,Charlottesville Radiology,VA,
1C5,Cardiology Associates Memphis,TN,
1C6,Chen Medical Associates,FL,
1C7,Clinics Of North Texas LLP,TX,
1C8,Christ Community Health Service,TN,
1C9,Cornerstone Medical Group,IL,
1CB,Cornerstone Orthopedics,CO,
1CD,The Children's Clinic,TX,
1CF,A G B Associates,PA,
1CG,Children's Medicine PC,GA,
1CH,Exela Health Chestnut Ridge,PA,
1CI,Carolina Behavioral Care,NC,
1CJ,Coast Gastroenterology Mdcl Grp,CA,
1CK,Child & Adolescent Clinic,AR,
1CL,Caro Family Physicians,MI,
1CM,Chaparral Medical Group,CA,
1CN,Carolina Radiology Associates,SC,
1CP,Coastal Childrens Clinic,NC,
1CQ,Centra Health Medical Center,VA,
1CR,Touchstone Medical Imaging,TX,
1CS,Children's Medical Associates N,VA,
1CV,Children's Health Partners,IL,
1CW,Cardiovascular Physicians Memph,TN,
1CZ,Carolina Orthopaedic Specialist,NC,
1D1,Cumberland Medical Associates,NJ,
1D3,Carolina Foot & Ankle Associate,NC,
1D4,Carolina Otolaryngology Cnslts,NC,
1D8,Champlain Valley Cardiovascular,VT,
1D9,Center For ENT,TX,
1DB,Center For Health Care Services,TX,
1DC,Carteret OB/GYN Associates,NC,
1DE,Miami Center Advancedcardiology,FL,
1DF,Center For Advanced Cardiolgy,IL,
1DJ,Coastal Radiology Associates,NC,
1DL,Associated Neurologists Of Sout,CT,
1DM,Associated Neurologists PC,CT,
1DN,Atlanta Neurology PC,GA,
1DQ,Aurora Eye Clinic Ltd,IL,
1DR,Carolina Foot & Anklspecialists,NC,
1DS,Cardiology Assocs Of NW Indiana,IN,
1DT,Cumberland Nephrology Associate,NJ,
1DU,Cumberland Internal Medicine,NJ,
1DW,County OB/GYN Group,CT,
1DX,Circles Of Care,FL,
1DY,Center For Digestive Care,FL,
1DZ,Clinix Health Services,CO,
1E1,Anesthesia Resources Mgmt,AL,
1E2,Appian Medical Associates,CA,
1E4,Arlington Family Practice,TX,
1E6,All City Ophthalmology Svs,NY,
1E8,Austin Ear Nose & Throat Clinic,TX,
1E9,Austin ENTAssoociates,TX,
1EA,Central Coast Internal Medcn,OR,
1EB,Carolina Vascular,NC,
1EC,Carolina Neonatology Assocs,NC,
1EG,Allergy Asthma Arthritis & Lung,FL,
1EH,Clearview Cancer Institute,AL,
1EJ,Chenault-Ostroff Urological,VA,
1EK,Central Coast Pathology,CA,
1EL,Craddock Health Center,AL,
1EM,Clarian Arnett Clinic,IN,
1ER,Associates Internal Med/Nep,VA,
1ES,Abington Pulmonary Assocs,PA,
1ET,Associates In Surgery,IN,
1EU,Atlanta Neurological Associates,GA,
1EV,Associates In Opthalmology,MI,
1EW,Associated Radiologists,NH,
1EY,Arthritis/Rheumatism Associates,MD,
1EZ,Cunningham Pathology,AL,
1F5,Northwest Cardiologists,OR,
1F6,Augusta Eye MD PC,GA,
1F8,Athens Pediatrics,GA,
1FB,Associates In Internal Med,PA,
1FD,Austin Oral/Maxillofacial Surge,TX,
1FE,Clinic For Colon & Rectal Sgy,AL,
1FF,Clinic Ole,CA,
1FG,Carson Tahoe Emergency Phys,NV,
1FH,Associated Neurology,IL,
1FI,Atlantic Orthopaedics,MD,
1FJ,Associated Eye Care Inc,OH,
1FK,Cascade Surgeons,WA,
1FM,Clarkston Emergency Phys,WA,
1FR,Associates In Psychiatry/Cnslng,IL,
1FW,Colorectal Surgery Associates,MO,
1FX,Athens Internal Medicine Associ,GA,
1G2,Chowan Medical Center,NC,
1G3,Chehaah Area Reg Emr Specs,AL,
1G4,Astoria Medical Group,NY,
1G8,Astor Medical Group,NY,
1G9,Athens Regional Pathlgy Assoc,GA,
1GA,Augusta Pediatric Associates,GA,
1GC,Commonwealth Gastroentorology,KY,
1GD,Cascade Family Medical Clinic,WA,
1GE,Auburn Cardiovascular,AL,
1GF,Auburn Anesthesia Associates,WA,
1GH,Auburn Family Medical Center,WA,
1GI,Alabama Anesthesia,AL,
1GL,Cumberland Ortho/Sprts Medcn,KY,
1GM,Cork Medical Center,IL,
1GN,Corbin Family Health Center,KY,
1GP,Associates For Women's Health,WA,
1GQ,Anthony & Banerjee MDs,MD,
1GU,Corbin Medical Associates,KY,
1GW,Columbia Basin Health Associatn,WA,
1GY,Crown Point OB/GYN PC,IN,
1GZ,Centro De Medicos,NY,
1H1,Clinic For Kidney Diseases,FL,
1H2,Associated Orthopedists Detroit,MI,
1H3,Center For Orthopedic Surgery,MI,
1H4,Costin Family Practice,OH,
1H5,Christopher Harrington/Loughney,DC,
1H7,Colorado Orthopedic Cnslts,CO,
1H9,Ashland Anesthesia PSC Inc,OH,
1HD,Compass Health,WA,
1HF,Southwest Ear Nose & Throat Ass,TX,
1HG,South Texas Ear Nose & Throat C,TX,
1HH,Arcadia Surgical Associates,CA,
1HI,Associated Radiologists Flint,MI,
1HJ,Associate Ophthamologists,NY,
1HM,Capital Podiatry,DC,
1HR,Columbia View Family Hlth Ctr,OR,
1HV,Arizona Orthopedic Surgeons,AZ,
1HW,Coal Country Comm Hlth Ctr,ND,
1HX,Chicago Pediatrics,IL,
1I1,Christiana Cosmetic Surgery,DE,
1I5,Applewood Centers Inc,OH,
1I8,Arlington Physicians PA,TX,
1I9,Cardiology Consultants,OH,
1IB,Rush University Cardiologists,IL,
1IE,Chapel Chapel & Chapel MDs,MI,
1IF,Alabama Eye & Cataract Center,AL,
1IH,Central Nebraska Orthopedics,NE,
1IJ,Athens Primary Care,GA,
1IM,Central Bucks Family Practice,PA,
1IO,Central Bucks Specialists,PA,
1IP,Cape Family Practice,MO,
1IR,Chandler Pediatrics,MA,
1IS,Central Jersey Family Phys,NJ,
1IW,Center For Non Surgical Spine,GA,
1IY,Cardiology/Int Medcn Assocs,MA,
1IZ,Associated Women's Healthcare,TX,
1J1,Atlanta Institute Med/Rehab,GA,
1J3,Asthma & Allergy Centers SW MI,MI,
1J7,Alliance Pediatrics,FL,
1J8,Center Plastic/Recons Sgy,MI,
1J9,Southeast Orthopedics,NC,
1JB,Autumn Road Family Practice,AR,
1JC,Arizona Otolaryngology Cnslnt,AZ,
1JD,Arthritis Centers Of Texas,TX,
1JE,Alliance For Women's Health,OH,
1JF,Foot Specialists Of Pearland,TX,
1JG,1960 Family Practice,TX,
1JH,Center For Visioncare,CA,
1JJ,Century Medical Group Inc,CA,
1JL,Columbia Foot Clinic,SC,
1JN,Central Orthopedic Group,NY,
1JP,Clinica Medica Familiar,CA,
1JQ,Associates In Behavioral Hlth,WA,
1JR,Cardiovascular Physicians,GA,
1JS,Associates In Pediatric Care PC,VA,
1JU,Cardiovascular Specialists,GA,
1JX,Associates In Rehab Medicine,NJ,
1JZ,Cox Family Medicine Associates,MO,
1K3,Arkansas Otolaryngology Center,AR,
1K6,Artesia Clinical Associates,NM,
1K7,Childrens Clinic,MS,
1K8,Conestoga Oral/Maxillofacial Su,PA,
1K9,Columbia Skin Clinic,SC,
1KA,Center For Diagnostic Imaging,NJ,
1KB,Arizona Pediatric Clinic,AZ,
1KD,Center Ortho Plastic Recn Sgy,OH,
1KE,Cadillac Surgical Care,MI,
1KF,Crown Family Medicine,MO,
1KG,Arundel Heart Associates,MD,
1KH,Atlanta Oral & Facial Surgery,GA,
1KI,Chiefland Medical Center,FL,
1KJ,Comprehensive Cancer Centers Of,NV,
1KN,Castillo Blachar & Brasac Mds,FL,
1KP,Childrens Health Center,IL,
1KQ,Cullman Urology PC,AL,
1KR,Medical Associates Marlboro,NJ,
1KU,Canton Pathology Associates,OH,
1KV,Anatomic & Clinical Lab Asscs,TN,
1KY,St Louis Associates In OB/GYN,MO,
1L1,Adolescent/Young Adult Medcn,NY,
1L2,Asian Health Services,CA,
1L3,Columbia Heart,SC,
1L4,Child Helpers,CA,
1L5,Allegheny Medical Services,WV,
1L6,Carolina Womens Health Ctr,NC,
1L7,Child Health Care Associates,NY,
1LD,Coastal Cancer Center,SC,
1LE,Coastal Anesthesiology Medical,CA,
1LF,Coast Cardiology Center,MS,
1LG,Coast Cardiology,CA,
1LI,Cornerstone Family Hlth Asscs,PA,
1LK,Coast Family Medical Center,CA,
1LL,Coast Nephrology Medical Grp,CA,
1LO,Carolina Plastic Surgery PA,SC,
1LP,Cypress Surgical Specialists,FL,
1LR,Advanced Dermatlgy/Cosmtc Surge,FL,
1LS,Advanced Eye Medical Group,CA,
1LU,Commonwealth Radiological Assoc,MA,
1LV,Azalea City Physicians Women,AL,
1LW,Arthritis Cnslts Tidewater,VA,
1LY,Associated Physicians Of W NY,NY,
1LZ,Cascade Eye And Skin Centers,WA,
1M1,Center For Sight,FL,
1M2,Comprehensive Women Healthcre,AZ,
1M7,Connecticut Valley Ortho,VT,
1M9,Center For Families & Children,OH,
1MA,Contra Costa ENT,CA,
1MB,Alpine Bone & Joint Clinic,NV,
1MG,Carolina Pediatrics,NC,
1MH,Apple Hill Podiatry Assocs,PA,
1MI,Community Medical Associates,PA,
1MK,CBL Pathology,NY,
1ML,Arrigg Eye & Ear Asssociates,MA,
1MM,Charles City Family Hlth Ctr,IA,
1MN,Children's Clinic Of St Paul,MN,
1MO,Central Pediatrics PA,MN,
1MP,Cadillac Family Physicians,MI,
1MQ,Commonwealth Lab Cnslts,VA,
1MR,Commonwealth Foot/Ankle Ctr,KY,
1MV,Columbus Urology Group,MS,
1MX,Chief Andrew Issac Hlth Ctr,AK,
1N1,Surgery Group,IL,
1N2,Arizona Women's Care,AZ,
1N4,Associated Eye Physicians,NJ,
1N5,Coastal Digestive Diseases,CT,
1N6,Northlake Pulmonary Assocs,LA,
1N8,Sand Point Internists,WA,
1N9,Chanwell Medical Group,CA,
1NA,Children's Medical Group,MD,
1NB,Clopton Clinic,AR,
1NC,Aventura Orthopedic Care Ctr,FL,
1ND,Children's Medical Assocs Inc,HI,
1NE,Children's Medical Center,VA,
1NF,Childrens Medical Center,FL,
1NG,Children's Medical Center,OH,
1NH,Arizona Pediatrics,AZ,
1NI,Children's Medical Group,RI,
1NK,Children's Medicine Of Rockdale,GA,
1NL,Central Coast Brain/Spine Assoc,CA,
1NM,Carrollton Eye Clinic PC,GA,
1NN,Chestnut Ridge Pediatrics,NJ,
1NP,Mayo Clinic Health System,MN,
1NR,Asheboro Urological,NC,
1NS,Austin Brain & Spine,TX,
1NT,Associates Ear Nose Throat,MD,
1NW,Arvada Pediatric Associates,CO,
1NX,Chittenango Medical/Wellness,NY,
1NZ,Atlanta Center For Medicine,GA,
1O1,Commonwealth Surgeons Ltd,VA,
1O2,Commonwealth Physicians Women,VA,
1O3,Seaport Family Practice,ME,
1O5,Commonwealth Eye Surgery,KY,
1O6,Commonwealth Medical Phys Grp,IL,
1O8,Connecticut Neurosurgery,CT,
1O9,Commonwealth Pediatrics,KY,
1OA,Sand Hill Pediatrics,GA,
1OC,Connecticut Heart Group PC,CT,
1OD,Seaport Orthopedics,NY,
1OE,Central Regional Pathology,MN,
1OF,Summit Orthopedics,MN,
1OH,Associated Nephrology Cnslnts,MN,
1OI,Saint Paul Cardiologists,MN,
1OJ,Samaritan Family Practice,CA,
1OL,Associated Anesthesiologists,CA,
1OO,Pickaway Ross Family Phys,OH,
1OP,Community Family Practice,NC,
1OR,Community Health Care Prklnd,WA,
1OU,Community Family Medicine,TX,
1OV,Community Family Doctors,NV,
1OX,Community Eye Center,FL,
1OZ,Community Cancer Care Specs,MI,
1P2,Preston Centre Pediatrics,TX,
1P3,Presidio Surgical Group,AZ,
1P4,Prescott Urology,AZ,
1P5,Prescott Womens Clinic,AZ,
1P6,Prescott Gastroenterology,AZ,
1P7,Premier Medical Management,AL,
1P8,Premier Orthopaedic Surgery,GA,
1P9,Clarksville OB/GYN Associates,TN,
1PB,Commonwealth Perinatal Center,VA,
1PE,Connecticut Vascular Center,CT,
1PF,Connecticut Family Orthopedics,CT,
1PH,Connecticut Ear Nose & Throat,CT,
1PI,Connecticut Spine/Pain Ctr,CT,
1PK,Prince William OB/GYN Assocs,VA,
1PL,Prince William Urology Assocs,VA,
1PM,Southern Nevada Surgery Specs,NV,
1PO,Central New York Surgical Physi,NY,
1PR,Pediatric Ophthalmology Cnslts,FL,
1PT,Saint Louis Pathology Assocs,MO,
1PU,Pediatric Physicians,TX,
1PV,Parkview Medical Clinic,MN,
1PW,Strong Cardiology Associates,NY,
1PX,Cascade Emergency Associates,WA,
1Q1,Sister Kenny Rehabilitation Ass,MN,
1Q2,Associates & Family Healthcr,KS,
1Q3,Ashley Clinic LLC,KS,
1Q4,Psychiatry Associates Of KC,KS,
1Q5,Physician Anesthesia Services,CO,
1Q6,Centennial Radiation Oncology,CO,
1Q7,Clinica Family Health Services,CO,
1Q8,Associates In Eye Care,CO,
1Q9,Colorado Cardiovsclr Sgcl Assoc,CO,
1QA,Premier Pediatric Centers,WV,
1QB,Premier Physical Medicine,NY,
1QE,Premier Surgical Associates,TN,
1QF,Sumner Radiology,TN,
1QG,Premier Surgical LLC,NC,
1QH,Prairie Eye & Lasik Center,IL,
1QL,Preakness Pediatric Assn,NJ,
1QM,Preferred Family Care Phys,CA,
1QO,Preferred Family Physicians,IN,
1QQ,Preferred Pediatrics,KS,
1QR,Preferred Women's Health Care,GA,
1QS,Premier Care Pediatrics,OH,
1QW,Practice Management Svs Inc,AR,
1QX,Pulmonary Associates,NV,
1QY,PBS Anesthesia,NV,
1QZ,Minnesota Perinatal Physicians,MN,
1R2,Charleston Radiation Therapy,WV,
1R3,Charleston Pulmonary Associates,SC,
1R4,Charleston Pathology PA,SC,
1R7,Charleston GI Specialists,SC,
1R8,Charleston Gastroenterology,WV,
1R9,Charleston Ear Nose & Throat As,SC,
1RA,Mount Hood General/Vascular,OR,
1RC,Park Medical,OR,
1RD,Steinbaum-Levine Associates,NJ,
1RE,Apex Medical Associates,NJ,
1RF,Pediatric Associates West Essex,NJ,
1RH,Suburban Heart Group,NJ,
1RI,Arlington Pediatrics Ltd,IL,
1RK,Mountain River Medical Assocs,ID,
1RL,Southern California Medical Grp,CA,
1RO,Surgical Associates,MT,
1RQ,Chattanooga Rehab Assocs,TN,
1RR,Chase City Medical Center,VA,
1RT,Charter Oak Family Health Ctr,CT,
1RU,Charm City Medical Associates,MD,
1RV,Charlottesville Family Medcn,VA,
1RY,Charlotte Dermatology PA,NC,
1S3,Chestnut Hill Womens Hlth Assoc,PA,
1S7,Anesthesia Assocs Pinells Cty,FL,
1S8,Anesthesia Assocs Great Falls,MT,
1SA,Charleston Cornea Refrctv Sgy,SC,
1SB,Charleston Cancer Center,SC,
1SE,Chapin Family Practice,SC,
1SF,Chapel Pediatric Group,CT,
1SH,Chapel Hill Pediatrics/Adlscnts,NC,
1SM,Champlain Valley Anesthesia,NY,
1SP,Associates In Womens Care,CO,
1SQ,Colorado West Otolaryngolgsts,CO,
1SR,Associates In Women's Health,CO,
1SS,Chester Pediatrics,VA,
1ST,Chaffee Family Physicians,CO,
1SU,Chalfont Family Practice,PA,
1SX,Chicago Family Health Center,IL,
1SY,Chestertown Family Medicine,MD,
1SZ,Chestnut Medical Associates,MA,
1T2,Chelsea Clinic,CT,
1T3,Chelmsford Pediatrics,MA,
1T4,Chatuge Family Practice,NC,
1T5,Cheat Lake Urgent Care,WV,
1T6,Chattanooga Neurology Associate,TN,
1T9,Chattanooga Urology,TN,
1TC,Texas Child Neurology,TX,
1TD,Anesthesia Group Of Onandaga,NY,
1TF,Anesthesia Group Of Sarasota,FL,
1TG,Cornerstone Family Clinic,AR,
1TH,Cardiologists Of Lubbock,TX,
1TK,Chespenn Health Services,PA,
1TN,Chesapeake Neurology Associates,MD,
1TO,Chesapeake Eye Center,MD,
1TQ,Chesapeake Eye Care/Laser Ctr,MD,
1TS,Cherry Westgate Family Prac,OH,
1TT,Cherry Street Health Services,MI,
1TV,Cherry Hill Medical Center,MD,
1TW,Cherokee Womens OB/GYN,GA,
1TX,Allergy Ear Nose & Throat Clini,TX,
1U1,McComb Oakland Adult Medcn,MI,
1U4,Minimal Invasive Surgery,ID,
1U6,Suncoast Pathology,FL,
1U7,Conejo Simi Eye Medical Group,CA,
1U8,Atlanta Eye Consultants,GA,
1U9,Stamford Infectious Diseases,CT,
1UA,Chattanooga Internal Med Grp,TN,
1UB,Chattanooga Heart Institute,TN,
1UC,Chattanooga Eye Institute,TN,
1UD,Chatham Orthopaedic Assocs,GA,
1UF,Medicine Ltd,IL,
1UH,Mountain Orthopaedics,UT,
1UI,Pediatric Assocs Greater Salm,MA,
1UJ,Pediatric Associates Of Fll Rvr,MA,
1UK,Pediatric Associates,NH,
1UL,Pediatric Associates/Savannah,GA,
1UM,Pediatric Associates,TN,
1UN,Pulmonary Medicine Associates,AL,
1UO,Pulmonary Medicine Associates,NH,
1UQ,Southern Idaho Radiology Grp,ID,
1US,American Academy Of Urology,NV,
1UT,Alliance Cardiology Group,PA,
1UV,Pediatric Medical Associates,PA,
1UY,Prairie Medical Group,IL,
1UZ,Palm Beach ENT Associates,FL,
1V1,Palmetto Family Medicine,SC,
1V2,Aiken Anesthesiology,SC,
1V4,South Carolina Neurologcl Clin,SC,
1V5,South Atlanta Medical Clinic,GA,
1V7,Pee Dee Radiology Group,SC,
1V8,South Valley Radiology,CA,
1V9,Pee Dee Gastroenterology,SC,
1VA,Culpeper Family Practice,VA,
1VB,Psychiatric/Psycologcl Assocs,NC,
1VD,Conway Childrens Clinic,AR,
1VE,Montgomery Otolaryngology Cnlts,MD,
1VG,Sol Myers Medical Associates,NJ,
1VH,Michigan Endocrine Consultnts,MI,
1VI,Mt Carmel Columbus Card Cons,OH,
1VL,Seaview Pediatrics,CA,
1VM,Pacific Ridge Medical Assocs,CA,
1VO,Care View Medical Group,CA,
1VR,Prescott Radiologists,AZ,
1VS,Prescott Valley Dermatology,AZ,
1VT,Mile Hi Medical PC,AZ,
1VU,Arizona State Radiology PC,AZ,
1VW,Catalina Chest Clinic,AZ,
1VZ,Sandhills Pediatric/Adolescent,SC,
1W1,Arthritis/Rheumatic Dis Associa,PA,
1W3,Carenet Medical Group,NY,
1W4,Southeast Wyoming ENT Clinic,WY,
1W6,Penn Psycare Inc,PA,
1W7,Pathology Medical Services PC,NE,
1W8,Midwest Ctr For Womens Hlthcare,IL,
1W9,PA Professional Health Svs,PA,
1WA,Midwest Ear Nose & Throat,KS,
1WB,Community Hem/Onc Pracs,MD,
1WC,Palmetto Anesthesia Associates,SC,
1WD,Sleep Medical,SC,
1WE,James Willmot Clinic,SC,
1WF,Summit Anesthesia Consultants,NV,
1WG,Summit Anesthesia Assocs,NJ,
1WH,Marin Health & Wellness,CA,
1WJ,California HEM/ONCOL Med Grp,CA,
1WK,Professional Pain Mgmt Assocs,NJ,
1WL,Suffolk Orthopedic Associates,NY,
1WM,Central Indiana Otolaryngology,IN,
1WN,CommuniCare Health Centers,CA,
1WR,Sierra Regional Spine Inst,NV,
1WS,Pediatric Professional Assocs,KS,
1WU,Surgical Neurology Associates,IL,
1WW,Clarksville Medical Group,AR,
1WX,Psychiatric Professional Assn,KS,
1WZ,Phoenix Orthopedic Group,AZ,
1X2,Macoupin Family Practice,IL,
1X3,Pinellas Physiatry Associates,FL,
1X4,Arizona Pediatric Cardiology,AZ,
1X5,Mount Ogden Eye Center,UT,
1X6,Central Illinois Lung Internist,IL,
1X7,Paradise Valley OB/GYN,AZ,
1X9,Mountain West Gastroenterology,UT,
1XB,Scott & Christie & Associates,PA,
1XE,Coastal Oral Surgery,NJ,
1XF,Columbia Pediatric Med Grp,CA,
1XG,San Marino Psychiatric Assocs,CA,
1XH,Psychiatric Care Systems,PA,
1XI,Pro Psych Associates,IL,
1XJ,Summit Renal Care,OH,
1XK,Associates In Radiology,UT,
1XL,Provo Obstetrics & Gynecology,UT,
1XM,Columbus Aesthetic/Plastc Sgy,OH,
1XO,Annapolis Infectious Disease,MD,
1XP,Conway OB/GYN,AR,
1XQ,Physician Pathology Services,CA,
1XR,Magic Valley Anesth Assocs,ID,
1XT,Mini Cassia Physicians Assn,ID,
1XV,Associates Of Pathology,WI,
1XW,CRT Surgical Associates,NY,
1XX,Conrad Weiser Medical Group,PA,
1XY,Precision Orthopedics,CA,
1XZ,Consultants In Neurology,WI,
1Y1,Marshall Radiology LLC,AL,
1Y3,Parthenia Medical Group,CA,
1Y5,Pennwood Ophthalmic Assocs,PA,
1Y8,Saint Alphonsus Medical Group,ID,
1Y9,Methodist Medical Group (IL),IL,
1YA,Mountain Valley Orthopedics,PA,
1YB,Carroll Medical Group,MD,
1YD,Partners In Family Practice,MI,
1YE,Southwest Kidney Institute,AZ,
1YG,Pulmonary Critical Care Asscs,NJ,
1YH,Community Internal Med Assocs,NY,
1YJ,Mission Specialty Management,CA,
1YK,Contemporary OB/GYN,NE,
1YN,Psychiatric Services PC,NE,
1YO,Surgical Associates Of South,GA,
1YQ,Pathology Associates,ID,
1YT,Suburban Plastic Surgery,IL,
1YV,Coastal Physicians Medical Grou,CA,
1YW,Primary Care Medical Specs,IL,
1YX,Central Illinois Allergy/Resp,IL,
1YY,Midwest Pulmonary,NE,
1Z1,Clinical Pathology Associates,TX,
1Z2,South Bay Family Medical Group,CA,
1Z3,Scranton Orthopedic Specs,PA,
1Z4,Straight Path Group,NY,
1Z5,Premier Medical PC,AL,
1Z7,Summit Orthopedics,ID,
1Z8,Allergy Asthma/Arthritis Associ,PA,
1Z9,South Georgia Medical Assocs,GA,
1ZB,Abilene Primary Care Associates,TX,
1ZC,Pediatric Associates Northshore,IL,
1ZD,Anne Arundel Dermatology,MD,
1ZH,Sundance Behavioral Resources,UT,
1ZI,Mountain Area Family Medicine,NC,
1ZJ,Melrose Wakefield Oral Sgy,MA,
1ZK,Simi Pediatrics,CA,
1ZL,Montgomery Vascular Surgery,AL,
1ZM,Mesilla Valley Anesthesiology,NM,
1ZN,Schoettle Landford Sgcl Clin,AR,
1ZO,South Washington Family Medcn,MI,
1ZP,Coastal Pediatric Medical Grp,CA,
1ZQ,Portland Surgical Associates,ME,
1ZS,Mali Lin MD & Associates,IL,
1ZT,Summit Pulmonary/Internal Medic,OH,
1ZU,Pediatrics Kid Med,LA,
1ZV,Clermont Internists,OH,
1ZY,Associates In Internal Medicine,KY,
212,Medical Thoracic Associates,PA,
215,Professional Emergency Physicia,IN,
216,Pediatric Cardiology Assocs,LA,
217,New Hanover Radiation Onc,NC,
218,Cedar Court Clinic,IL,
21B,Southern Wisconsin Emergency,WI,
21D,Central Ohio Newborn Medcn,OH,
21F,Skagit Radiology Inc,WA,
21G,Sheridan Medical Group,NY,
21J,Pathology Lab Diagnostic Inc,PA,
21K,Mid-Louisiana Anesthesia,LA,
21M,Main Line Radiation Oncology PC,PA,
21N,Main Line Medical Associates,PA,
21Q,Auglaize Family Practice,OH,
21R,Medical Specialists Inc,GA,
21S,Medical Specialists Of N,VA,
21X,Mountain Area Pediatric Assoc,NC,
21Y,Shadyside Medical Group,PA,
221,Middletown Pediatrics,NJ,
222,CPC Behavioral Healthcare,NJ,
225,Southern Jersey Family Medical,NJ,
22A,Aloha Eye Clinic,HI,
22B,Eye Medical Clinic,CA,
22D,Mid City Pediatric Clinic,LA,
22F,Columbia Eye Clinic,SC,
22G,Claremore Health Associates,OK,
22I,Montclair Breast Center,NJ,
22J,Montclair Pathology Assocs,NJ,
22M,Midwest Internal Medicine,MI,
22P,Advanced Vascular Associates,NJ,
22Q,Shore Heart Group,NJ,
22S,Surgical Assocs Sussex Cty,NJ,
22U,Broadway Medical Associates,NJ,
22W,Princeton Nassau Pediatrics,NJ,
22X,Princeton Dermatology Associate,NJ,
22Z,Monmouth Pediatric Group,NJ,
231,Arizona Pain Treatment Center,AZ,
232,Phoenix Cardiac Surgery PC,AZ,
233,Pathology Associates LTD,AZ,
234,Allergy Asthma Clinic,AZ,
23A,Associated Radiologists,IL,
23B,Somerset Pathology Associates,NJ,
23C,Somerset Urological Assocs,NJ,
23D,Summit Radiology Associates,NJ,
23E,Summit Springfield Fam Pract,NJ,
23F,Metropolitan Pediatric Group,NJ,
23K,GI Care For Kids,GA,
23L,Center For Digestive Diseases,NJ,
23M,Associated Orthopedics,NJ,
23N,Suburban Nephrology Grp,NJ,
23P,Medicine Specialists,MO,
23T,Medical Oncology & Hematology,IA,
23W,Arizona Heart Anesthesia,AZ,
23Y,Central Phoenix OB/GYN,AZ,
241,Pediatric Neurosurgery Group,MI,
242,Patoka Valley Radiology,IN,
244,Stevens Point Anesthesia,WI,
245,Midwest Radiological Assocs,IL,
247,Montgomery Surgical Assocs,AL,
248,Professional Imaging,WV,
249,Surgical Associates Of South,AL,
24A,Allied Behavorial Consultants,MO,
24B,Metro Anesthesia Cnslts PC,AZ,
24F,Southwest Craniofacial Ctr,AZ,
24G,Arizona Advanced Dermatology,AZ,
24H,Clinical Assocs Int Med Ltd,AZ,
24I,Steingard Medical Group,AZ,
24J,Phoenix Family Phys Ltd,AZ,
24K,Phoenix Children's Ctr Ltd,AZ,
