Code5,Hospital Code,STATE
ALO,Saint Alexius Medical Center,ND
ALQ,Standing Rock Indian Hlth Hosp,ND
ALR,Sakakawea Medical Center,ND
ALS,All Saints Hospital,WI
ALT,UPMC Altoona,PA
ALU,Vibra Hospital Central Dakotas,ND
ALV,Southwest Healthcare Services,ND
ALW,Stillwater Billings Clinic,MT
ALX,Sheridan Memorial Hospital Assn,MT
ALY,Shodair Children's Hospital,MT
ALZ,Cabinet Peaks Medical Center,MT
AMA,Streamwood Behavrl Healthcr Sys,IL
AMB,Metro South Medical Center,IL
AMC,Adena Regional Medical Center,OH
AMD,Franciscan St James Health,IL
AME,Stateville Correctional Center,IL
AMF,Franciscan St James Hlth Olymp,IL
AMG,Schwab Rehabilitation Hospital,IL
AMH,Abington Memorial Hospital,PA
AMI,St Bernard Hospital,IL
AMJ,Presence Sts Mry/Elzbth Med Ctr,IL
AMK,Saints Mary & Elizabeth Med Ctr,IL
AML,Saint Anthony Hospital,IL
AMN,Presence Saint Joseph Hospital,IL
AMO,Shapiro Center,IL
AMQ,St Mary's Hospital,IL
AMR,OSF Saint Mary Medical Center,IL
AMS,OSF Saint Francis Medical Ctr,IL
AMT,Saint Anthony's Health Center,IL
AMU,Saint Clare's Hospital,IL
AMV,Saint Francis Hospital,IL
AMW,St Elizabeth's Hospital,IL
AMX,St Joseph's Hospital Breese,IL
AMY,Saint Mary's Hospital,IL
AMZ,Shelby Memorial Hospital,IL
ANA,Taylorville Memorial Hospital,IL
ANB,Saint Mary's Good Samaritan Inc,IL
ANC,Salem Township Hospital,IL
AND,St Joseph Memorial Hospital,IL
ANE,St Vincent's Behavioral Health,MO
ANF,SSM Cardinal Glennon Children's,MO
ANH,SSM Rehabilitation Hospital,MO
ANI,SSM Saint Mary's Health Center,MO
ANK,Saint Alexius Hospital,MO
ANL,SSM Saint Clare Health Center,MO
ANN,Shriners Hospital Childrn-St Ls,MO
ANO,Saint Louis Psych Rehab Ctr,MO
ANP,Select Specialty Hospital,MO
ANQ,SSM St Joseph Health Center,MO
ANR,SSM Saint Joseph Hospital West,MO
ANS,Southeast Missouri Mntl Hlth,MO
ANT,Saint Luke's Northland Hospital,MO
ANU,Saint Luke's Hospital,MO
ANV,Swope Ridge Geriatric Center,MO
ANW,Saint Luke's Northland Hospital,MO
ANX,Saint Francis Hospital/Hth Svs,MO
ANY,Southwest Psychiatric Rehab Ctr,MO
ANZ,Saint Mary's Health Center,MO
AOA,Mercy Hospital Lebanon,MO
AOB,Salem Memorial District Hosp,MO
AOC,Mercy Hospital Aurora,MO
AOD,Mercy Hospital Springfield,MO
AOE,St John Hospital,KS
AOF,Specialty Hospital Of Mid-Amrca,KS
AOG,Saint Luke's South Hospital,KS
AOI,Select Specialty Hospital Topka,KS
AOJ,Saint Luke Hospital/Living Ctr,KS
AOK,Smith County Memorial Hospital,KS
AOL,South Central Kansas Med Ctr,KS
AOM,Sumner County Hospital Dist 1,KS
AON,Susan B Allen Memorial Hospital,KS
AOO,Sumner Regional Medical Center,KS
AOQ,Sedan City Hospital,KS
AOR,Salina Surgical Hospital,KS
AOS,Saint Frances Comm/Residntl Svs,KS
AOU,Stafford County Hospital,KS
AOV,Sheridan County Health Complex,KS
AOW,Stanton County Hospital,KS
AOX,Scott County Hospital,KS
AOY,Southwest Medical Center,KS
AOZ,Stevens County Hospital,KS
APB,Saunders Medical Center,NE
APC,Memorial Health Care Systems,NE
APE,Saint James Parish Hospital,LA
APH,Appling Health Care System,GA
APJ,Saint Tammany Parish Hospital,LA
APK,St Helena Parish Hospital,LA
APL,Saint Martin Hospital,LA
APM,Saint Landry Extended Care Hosp,LA
APO,Saint Elizabeth Hospital,LA
APQ,Sage Rehabilitation Hospital,LA
APR,Springhill Medical Center,LA
APS,Shriners Hospital For Children,LA
APU,Specialty Extended Care Hosp,LA
APW,Sterlington Rehabilitation Hosp,LA
APX,Sabine Medical Center,LA
APZ,Saline Memorial Hospital,AR
AQA,CHI Saint Vincent Nrth,AR
AQB,St Vincent Rehabilitation Hosp,AR
AQC,Select Specialty Hospital,AR
AQF,St Bernards Behavioral Health,AR
AQG,Siloam Springs Memorial Hosp,AR
AQH,Saint Mary's Regional Med Ctr,AR
AQI,Select Specialty Hospital,AR
AQJ,Weatherford Regional Hospital,OK
AQK,Specialty Hospital Midwest City,OK
AQM,Select Specialty Hospital,OK
AQN,Saint Anthony Hospital South,OK
AQO,Southwestern Behavioral Health,OK
AQP,Seiling Community Hospital,OK
AQQ,St Mary's Regional Medical Ctr,OK
AQR,Share Medical Center,OK
AQS,Saint John Sapulpa,OK
AQT,Stillwater Medical Center,OK
AQU,Shadow Mountain Behavioral Hlth,OK
AQV,Saint Francis Hospital,OK
AQW,Select Specialty Hospital Tulsa,OK
AQX,Integris Seminole Medical Ctr,OK
AQY,Sequoyah Memorial Hospital,OK
AQZ,Seay Behavioral Health Center,TX
ARA,Select Specialty Hosp N Dallas,TX
ARC,Christus St Michael Rehab Hosp,TX
ARD,Select Specialty Hosp-Longview,TX
ARF,Sabine County Hospital,TX
ARG,Scott & White Santa Fe Center,TX
ARI,Shannon Behavioral Health,TX
ARJ,Schleicher County Medical Ctr,TX
ARL,Select Spclty Hosp Houstn-Hghts,TX
ARM,Select Spclty Hosp Hstn Med Ctr,TX
ARN,Shriners Hospitals For Children,TX
ARO,Select Specialty Hosp Hustn Wst,TX
ARQ,Saint Luke's The Woodlands Hosp,TX
ARR,Sweeny Community Hospital,TX
ARS,Mthdst Hstn Sn Jcnto Hosp Rehab,TX
ART,Houston Methodist Sn Jcnto Hosp,TX
ARU,Aroostook Health Center,ME
ARW,Post Acute Cr Med Speclty Hosp,TX
ARX,Starlite Recovery Center,TX
ARY,Peterson Regional Medical Ctr,TX
ARZ,Mission Trail Baptist Hospital,TX
ASA,Clarity Child Guidance Center,TX
ASB,St Luke's Baptist Hospital,TX
ASC,Acuity Hospital Of South Texas,TX
ASD,Seton Highland Lakes Med Center,TX
ASE,Seton Edgar B Davis Hospital,TX
ASF,San Marcos Treatment Center,TX
ASG,Saint David's Rehab Hosp,TX
ASH,Seton Shoal Creek Hospital,TX
ASI,Seton Northwest Hospital,TX
ASJ,Seton Smithville Regional Hosp,TX
ASK,Vibra Hospital Of Amarillo,TX
ASL,Plum Creek Specialty Hospital,TX
ASM,Texas Specialty Hosp At Lubbock,TX
ASN,Sunrise Canyon Hospital,TX
ASO,Stamford Memorial Hospital,TX
ASQ,Countinue Care Hospital,TX
ASR,Kindred Hospital,TX
ASS,Sierra Medical Center,TX
AST,Kindred Hospital Aurora,CO
ASU,Spalding Rehabilitation Hosp,CO
ASV,Centura Health St Anthony N Hsp,CO
ASW,Select Specialty Hospital Denvr,CO
ASX,Sterling Regional Medical Ctr,CO
ASZ,Select Long Term Acute Cr Hosp,CO
ATB,St Thomas More Hospital,CO
ATD,South Bighorn County Hospital,WY
ATE,State Hospital South,ID
ATF,Saint Luke's Wood River Med Ctr,ID
ATG,Syringa General Hospital,ID
ATH,Athol Hospital,MA
ATI,State Hospital North,ID
ATJ,Safe Haven Hospital Treasr Vlly,ID
ATK,Shoshone Medical Center,ID
ATL,South Davis Community Hospital,UT
ATM,Salt Lake Regional Medical Ctr,UT
ATN,Shriners Hospitals Chld Slt Lke,UT
ATO,San Juan Healthcare Services,UT
ATP,Sanpete Valley Hospital,UT
ATQ,Saint Luke's Behavioral Health,AZ
ATR,St Lukes Medical Center,AZ
ATS,Select Specialty Hospital Phnx,AZ
ATU,Scottsdale Healthcare-Osborn,AZ
ATV,Haven Senior Horizons,AZ
ATW,Scottsdale Healthcare Shea Med,AZ
ATX,Banner Behavioral Health Center,AZ
ATY,Southeast Arizona Medical Ctr,AZ
ATZ,Sierra Vista Regional Hlth Ctr,AZ
AUA,Sonora Behavioral Health,AZ
AUB,Carondelet Saint Joseph's Hosp,AZ
AUC,Sierra Tucson,AZ
AUD,Sage Memorial Hospital,AZ
AUE,AMG Specialty Hospital Albuqrqe,NM
AUF,Saint Rose Dominican Hospitals,NV
AUG,Saint Rose Domncn Hosp Sna Cmps,NV
AUH,Sunrise Hospital Medical Center,NV
AUI,Spring Mountain Treatment Ctr,NV
AUJ,Spring Valley Hospital Med Ctr,NV
AUK,Summerlin Hospital Medical Ctr,NV
AUL,Southern Nevada Adult Mntl Hlth,NV
AUN,Santa Monica UCLA Medical Ctr,CA
AUO,Providence Saint John's Health,CA
AUP,Star View Adolescent Center,CA
AUQ,Promise Hospital East LA,CA
AUT,San Dimas Community Hospital,CA
AUU,San Antonio Community Hospital,CA
AUV,Scripps Mercy Hospital,CA
AUW,Sharp Chula Vista Medical Ctr,CA
AUX,Scripps Hospital Encinitas,CA
AUY,Scripps Memorial Hospital,CA
AVA,Scripps Mercy Hospital,CA
AVC,Sharp Mc Donald Center,CA
AVD,Alvarado Hospital,CA
AVE,Sharp Mesa Vista Hospital,CA
AVF,Sharp Memorial Hospital,CA
AVG,San Diego County Psych Hosp,CA
AVH,Aspen Valley Hospital,CO
AVI,San Gorgonio Memorial Hospital,CA
AVJ,St Mary Medical Center,CA
AVK,St Bernardine Medical Center,CA
AVL,Saddleback Memorial Medical Ctr,CA
AVM,St Joseph Hospital Of Orange,CA
AVN,Saint John's Regional Med Ctr,CA
AVO,Simi Valley Hospital,CA
AVP,Sierra View District Hospital,CA
AVQ,San Joaquin Community Hospital,CA
AVR,Santa Ynez Valley Cottage Hosp,CA
AVS,Southern Inyo Healthcare Dist,CA
AVT,San Joaquin Valley Rehab Hosp,CA
AVU,Seton Medical Center Coastside,CA
AVV,Saint Mary's Medical Center,CA
AVW,San Francisco VA Medical Center,CA
AVX,All Saints Sub Acute & Rehab,CA
AVY,San Ramon Regional Medical Ctr,CA
AVZ,Saint Louise Regional Hospital,CA
AWA,Sutter Maternity & Surgery Ctr,CA
AWB,Sub-Acute Saratoga Chldrns Hosp,CA
AWC,San Joaquin County Behavrl Hlth,CA
AWD,Saint Joseph's Behavioral Hlth,CA
AWE,Stanislaus Surgical Hospital,CA
AWF,Doctors Behavioral Health Ctr,CA
AWH,Santa Rosa Memorial Hospital,CA
AWI,Sonoma Developmental Center,CA
AWJ,Sonoma Valley Hospital,CA
AWK,Saint Joseph Hospital-Gen Cmpus,CA
AWL,Humbolt County Mental Health,CA
AWM,Sutter Amador Hospital,CA
AWN,Sacramento Cny Mntl Hlth Trtmnt,CA
AWO,Shriners Hosp Chldrn Nrthrn CA,CA
AWP,Sutter Memorial Hospital,CA
AWQ,Sierra Vista Hospital,CA
AWR,Sutter Center For Psychiatry,CA
AWS,Sierra Nevada Memorial Hospital,CA
AWT,Sutter-Yuba Mental Health Svs,CA
AWU,Shasta Regional Medical Center,CA
AWV,Seneca Healthcare District Hosp,CA
AWW,Surprise Valley Hlth Care Dis,CA
AWY,Samuel Mahelona Memorial Hosp,HI
AWZ,Shriners Hospitals For Children,HI
AXA,Shriners Hospital For Children,OR
AXB,Salem Hospital Regional Rehab,OR
AXC,Samaritan Lebanon Comm Hosp,OR
AXD,Santiam Memorial Hospital,OR
AXE,Peacehealth Sacred Hrt Med Ctr,OR
AXF,Serenity Lane Treatment Center,OR
AXG,Southern Coos Hosp & Hlth Ctr,OR
AXH,VA Southern Oregon Rehab Ctr,OR
AXI,Saint Charles Redmond Med Ctr,OR
AXJ,Saint Anthony Hospital,OR
AXK,Saint Alphonsus Medical Center,OR
AXL,St Francis Hospital,WA
AXM,Swedish Medical Ctr Chrry Hll,WA
AXN,Swedish Medical Center Ballard,WA
AXO,Schick Shadel Hospital,WA
AXP,Peace Health Saint Jsph Med Ctr,WA
AXQ,Saint Joseph Medical Center,WA
AXR,St Peter Chemical Dependency,WA
AXS,Samaritan Healthcare,WA
AXT,Providence St Joseph's Hospital,WA
AXU,St Luke's Rehabilitation Inst,WA
AXV,Mann-Grandstaff VA Med Ctr Spkn,WA
AXW,South Peninsula Hospital,AK
AXY,Samuel Simmonds Memorial Hosp,AK
AXZ,Skyridge Medical Center,CO
AYA,Saint Theresa's Specialty Hosp,LA
AYB,San Antonio State Hospital,TX
AYC,Saint Francis Hospital-Bartlett,TN
AYD,St Francis Medical Center,VA
AYE,Saint Joseph's Children's Hosp,FL
AYF,Saint Francis Heart Hospital,OK
AYG,Southern Hills Hospital/Med Ctr,NV
AYH,Memorial Hospital Miramar,FL
AYK,Louisiana Heart Hospital,LA
AYL,Emory Johns Creek Hospital,GA
AYM,Adventist Bolingbrook Hospital,IL
AYO,Kindred Hospital Town & Country,TX
AYP,Kindred Hospital Tomball,TX
AYQ,Kindred Hospital Sugar Land,TX
AYR,Kindred Hospital Spring,TX
AYS,Kindred Hospital North Houston,TX
AYT,Kindred Hospital Of Clear Lake,TX
AYU,Kindred Hospital East Houston,TX
AYV,Kindred Hospital Baytown,TX
AYW,Mayo Clinic,FL
AYX,Physns Reg Hlth Sytm Colr Blvd,FL
AYY,Physicians Regional Hlthcr Sys,FL
AYZ,Centennial Hills Hospital Med C,NV
AZB,Central Regional Hospital,NC
AZC,Saint Anthony Summit Med Ctr,CO
AZD,P & S Surgical Hospital,LA
AZE,Nebraska Orthopaedics Hospital,NE
AZF,Columbia Center,WI
AZG,Turkey Creek Medical Center,TN
AZH,Seton Southwest Hospital,TX
AZI,The Health Center Northwest,MT
AZJ,Saint Luke's East Hospital,MO
AZK,Alegent Creightn Hlth Lksd Hosp,NE
AZL,Ministry Saint Clare's Hospital,WI
AZM,Coastal Carolina Hospital,SC
AZN,Wuesthoff Medical Center Melbrn,FL
AZO,Intermountain Medical Center,UT
AZP,Dekalb Medical Center At Hllndl,GA
AZQ,Henry Ford West Bloomfield Hosp,MI
AZR,Edgewood Surgical Hospital,PA
B01,Baylor Medical Center McKinney,TX
BA1,Benefis Health System West Cmps,MT
BA2,Baptist Health Louisville,KY
BA3,Northridge Medical Center,GA
BA4,Brownwood Regional Medical Ctr,TX
BA5,Baptist Health Corbin,KY
BA6,East Morgan County Hospital,CO
BA8,Baldwin Area Medical Center,WI
BA9,Buffalo General Medical Center,NY
BAA,Brookdale University Hospital,NY
BAB,Bethesda Hospital East,FL
BAC,Bluefield Regional Medical Ctr,WV
BAD,Bronson Methodist Hospital,MI
BAE,Barnes Jewish Saint Peters Hosp,MO
BAG,Broaddus Hospital,WV
BAI,Promedica Bay Park Hospital,OH
BAJ,Bon Secours Baltimore Hlth Sys,MD
BAK,Berkshire Medical Center,MA
BAM,Gunder Boscobel Area Hospital,WI
BAN,Beaumont Hospital Grosse Pointe,MI
BAO,Braxton County Memorial Hosp,WV
BAP,Boys Town National Research,NE
BAQ,Bradford Regional Medical Ctr,PA
BAR,Baylor Specialty Hospital,TX
BAS,Barnes-Kasson County Hospital,PA
BAT,Barton County Memorial Hospital,MO
BAU,Blessing Hospital At 14Th,IL
BAV,Community Health Network,WI
BAW,Byrd Regional Hospital,LA
BAX,Baptist Memorial Hospital Dsoto,MS
BAY,Baylor University Medical Ctr,TX
BAZ,Beverly Hospital,MA
BB1,Bayshore Community Hospital,NJ
BB2,Summa Barberton Hospital,OH
BB3,Advocate Bromenn Medical Center,IL
BB5,Cardon Children's Medical Ctr,AZ
BB6,Baraga County Memorial Hospital,MI
BB7,Broward Health Medical Center,FL
BB8,Baptist Hospital,FL
BB9,Baptist Medical Center,FL
BBA,Brentwood Hospital,LA
BBB,Bucktail Medical Center,PA
BBC,Bluffton Hospital,OH
BBD,Baptist Medical Center South,AL
BBE,Baptist Memorial Hospital-Union,MS
BBF,Brodstone Memorial Hospital,NE
BBG,Bellevue Hospital Center,NY
BBH,Bon Secours Community Hospital,NY
BBI,Bridgeport Hospital,CT
BBJ,Baptist Memorial Hosp Boonvlle,MS
BBK,Baxter Regional Medical Center,AR
BBL,Butler County Health Care Ctr,NE
BBM,Box Butte General Hospital,NE
BBN,Boone County Hospital,IA
BBP,Bryn Mawr Hospital,PA
BBQ,Bayside Community Hospital,TX
BBS,Signature Healthcare Brockton,MA
BBT,St Mary's Hospital,VA
BBU,Geisinger Bloomsburg Hospital,PA
BBV,Bedford Memorial Hospital,VA
BBW,Bellevue Woman's Care Campus,NY
BBX,Health Alliance Mary's Avenue,NY
BBY,Bullock County Hospital,AL
BBZ,Bertrand Chaffee Hospital,NY
BC1,Barrow Regional Medical Center,GA
BC2,Blount Memorial Hospital,TN
BC3,Brandywine Hospital,PA
BC4,Memorial Hospital & Manor,GA
BC6,Heritage Medical Center,TN
BC7,Butler Hospital,RI
BC8,The Hospital Of Centrl CT Brdly,CT
BC9,Bozeman Deaconess Health Svs,MT
BCB,Bellin Hospital,WI
BCC,Integris Baptist Medical Center,OK
BCD,Research Med Ctr Brkside Cmps,MO
BCE,Bonner General Hospital,ID
BCF,Brattleboro Memorial Hospital,VT
BCG,Brownfield Regional Medical Ctr,TX
BCH,Bowdle Hospital,SD
BCI,Boone County Health Center,NE
BCK,Beverly Hospital,CA
BCL,Bothwell Regional Health Center,MO
BCM,Skyridge Medical Center,TN
BCN,Bacon County Hospital,GA
BCO,Beaufort Memorial Hospital,SC
BCP,Berger Hospital,OH
BCQ,Bartlett Regional Hospital,AK
BCR,Blackfeet Community Hospital,MT
BCS,Betsy Johnson Hospital,NC
BCT,Penn Highlands Brookville,PA
BCV,Vidant Beaufort Hospital,NC
BCW,Palmetto Health Baptist,SC
BCX,Borgess Medical Center,MI
BCY,Essentia Health,MN
BCZ,Bunkie General Hospital,LA
BD1,Bryan W Whitfield Memorial Hosp,AL
BD3,Mayo Clin Hlth Sys Chippwa Vlly,WI
BDA,Berwick Hospital Center,PA
BDC,Bibb Medical Center,AL
BDD,Butler Memorial Hospital,PA
BDE,Blue Hill Memorial Hospital,ME
BDF,Banner Good Samaritan Med Ctr,AZ
BDG,USA Meddac-Bassett Army Hosp,AK
BDH,Bristol Hospital,CT
BDI,Baptist Health Med Ctr Arkadlph,AR
BDJ,Mercy Hospital Boonville,AR
BDK,Bartow Regional Medical Center,FL
BDL,Baptist Hospital Of Miami,FL
BDO,Broadlawns Medical Center,IA
BDP,Burgess Health Center,IA
BDR,Bay Ridge Hospital,MA
BDS,Benewah Community Hospital,ID
BDT,Banner Churchill Community Hosp,NV
BDV,Big Sandy Medical Center Inc,MT
BDW,Boone Hospital Center,MO
BDX,Brown County Hospital,NE
BDY,Carepoint Healthbayonne Med Cnt,NJ
BDZ,Binghamton General Hospital,NY
BEA,Beaver County Memorial Hospital,OK
BEC,Edith Nourse Rogers Mem VA Hosp,MA
BEE,Baldpate Hospital,MA
BEF,Boston Medical Center,MA
BEG,VA Boston Healthcare System,MA
BEI,Beth Israel Deaconess Med Ctr,MA
BEJ,Bridgewater State Hospital,MA
BEK,Bournewood Hospital,MA
BEL,Belmont Community Hospital,OH
BEM,Beth Israel Deaconess Hosp Ndhm,MA
BEN,Dorothea Dix Psychiatric Center,ME
BEO,Beloit Memorial Hospital,WI
BEP,Brattleboro Retreat,VT
BEQ,Bergen Regional Medical Center,NJ
BER,Buttonwood Behavioral Hlth Hosp,NJ
BES,Cape Regional Medical Center,NJ
BET,Beth Israel Deaconess Med Ctr W,MA
BEU,Bacharach Institute For Rehab,NJ
BEV,Bayley Seton Hospital,NY
BEW,Bronx Lebanon Hospital Center,NY
BEX,Bronx Psychiatric Center,NY
BEY,New York City Childrns Ctr Brnx,NY
BFA,James J Peters VA Medical Ctr,NY
BFB,Bedford Hills Correctional,NY
BFC,Blythedale Children's Hospital,NY
BFD,Burke Rehabilitation Hospital,NY
BFE,Beth Israel Medical Center,NY
BFF,Brunswick Hall,NY
BFH,Botsford Hospital,MI
BFI,Cobleskill Regional Hospital,NY
BFK,Broome Developmental Center,NY
BFL,Brooks Memorial Hospital,NY
BFM,Brylin Hospital,NY
BFN,Buffalo Psychiatric Center,NY
BFQ,Brooke Glen Behavioral Hospital,PA
BFR,Belmont Behavioral Health,PA
BFS,Bryn Mawr Rehabilitation Hosp,PA
BFT,Baltimore Washington Med Center,MD
BFU,Va Maryland Hlth Care Sys,MD
BFV,Brook Lane Health Services,MD
BFW,Bath Community Hospital,VA
BFX,Buchanan General Hospital,VA
BFY,Boone Memorial Hospital,WV
BFZ,Beckley ARH Hospital,WV
BGA,Vidant Bertie Hospital,NC
BGB,Behavioral Health Care,NC
BGC,Cape Fear Valley Bladen Cty Hos,NC
BGD,Brunswick Novant Medical Center,NC
BGE,Brynn Marr Hospital,NC
BGF,Blowing Rock Rehab Ext Care,NC
BGG,Broughton Hospital,NC
BGI,Bon Secours St Francis Hospital,SC
BGK,Barnwell County Hospital,SC
BGL,Beaufort Naval Hospital,SC
BGM,Burke Medical Center,GA
BGN,Bleckley Memorial Hospital,GA
BGO,South Georgia Med Ctr Brrien,GA
BGP,Brooks County Hospital,GA
BGQ,Bradley Center Of St Francis,GA
BGR,Borgess Lee Memorial Hospital,MI
BGS,Baptist Medical Center Nassau,FL
BGT,Bert Fish Medical Center,FL
BGU,Brooks Rehabilitation Hospital,FL
BGV,Baptist Medical Center-Beaches,FL
BGW,Emerald Coast Behavioral Hosp,FL
BGX,Bascom Palmer Eye Institute,FL
BGY,Brandon Regional Hospital,FL
BGZ,Bay Pines VA Healthcare System,FL
BHA,Bayside Center Behavioral Hlth,FL
BHB,Brooksville Regional Hospital,FL
BHC,Shelby Baptist Medical Center,AL
BHD,Bradford Health-Warrior Lodge,AL
BHE,Brookwood Medical Center,AL
BHF,Princeton Baptist Medical Ctr,AL
BHG,Trinity Medical Center,AL
BHH,Birmingham VA Medical Center,AL
BHI,Bryce Hospital,AL
BHJ,Bradford Health Services,AL
BHK,Saint Joseph Berea Hospital,KY
BHL,Cherokee Medical Center,AL
BHM,Bingham Memorial Hospital,ID
BHN,De Kalb Regional Medical Center,AL
BHO,Baptist Medical Center East,AL
BHQ,Saint Thomas Hickman Hospital,TN
BHR,Dekalb Community Hospital,TN
BHS,Bordeaux Long-Term Care,TN
BHT,Wellmont Bristol Reg Med Ctr,TN
BHU,Newport Medical Center,TN
BHW,Bolivar General Hospital,TN
BHX,Baptist Memorial Hosp-Collrvlle,TN
BHY,Baptist Memorial Hospital Tiptn,TN
BHZ,Lauderdale Community Hospital,TN
BIA,Baptist Restorative Care,TN
BIB,Baptist Memorial Hospital Memph,TN
BIC,Baptist Rehab Germantown,TN
BID,Baptist Memorial Hosp-Union CT,TN
BIE,Baptist Memorial Hosp Huntingdn,TN
BIF,Baptist Memorial Hosp N Miss,MS
BIG,Bolivar Medical Center,MS
BIJ,Baptist Medical Center,MS
BIK,Brentwood Behavioral Healthcare,MS
BIL,Biloxi Regional Medical Center,MS
BIM,Beacham Memorial Hospital,MS
BIN,Baptist Memorial Hosp Goldn Tri,MS
BIO,Baptist Health La Grange,KY
BIP,Breckinridge Memorial Hospital,KY
BIQ,Bourbon Community Hospital,KY
BIR,Bluegrass Community Hospital,KY
BIS,Blanchfield Army Community Hosp,TN
BIT,Barnesville Hospital,OH
BIV,Belmont Pines Hospital,OH
BIX,Bethesda North Hospital,OH
BIY,Blanchard Valley Hospital,OH
BIZ,Bowen Center For Human Services,IN
BJA,Columbus Behavioral Center,IN
BJB,IU Health Blackford Hospital,IN
BJD,IU Health Bedford Hospital,IN
BJE,Indiana University Health Paoli,IN
BJF,Henry Ford Physical Rehab Ctr,MI
BJG,Brighton Center For Recovery,MI
BJH,Mclaren Bay Special Care,MI
BJI,Mclaren Bay Region,MI
BJJ,Mclaren Bay Region,MI
BJK,Bronson Battle Creek Hospital,MI
BJL,Borgess Pipp Hospital,MI
BJN,Iowa Specialty Hospital-Belmond,IA
BJO,Buena Vista Regional Med Center,IA
BJP,Buchanan County Health Center,IA
BJQ,Baum Harmon Mercy Hospital,IA
BJR,Beaver Dam Community Hospital,WI
BJS,Bay Area Medical Center,WI
BJT,Bellin Psychiatric Center,WI
BJU,Brown County Community Treatmnt,WI
BJV,Black River Memorial Hospital,WI
BJW,Mayo Clinic Health Sys Northlan,WI
BJX,Bethesda Hospital,MN
BJY,Community Addiction Recovery,MN
BJZ,Bigfork Valley Hospital,MN
BKA,Brookings Health System,SD
BKB,Bennett County Hospital,SD
BKC,Regional Rehabilitation Inst,SD
BKD,Big Horn County Memorial Hosp,MT
BKE,Beartooth Billings Clinic,MT
BKF,Benefis Health System Main Cmps,MT
BKG,Broadwater Health Center,MT
BKH,Behavioral Health Services,IL
BKI,University Of Chicago Medicine,IL
BKJ,Blessing Hospital At 11Th,IL
BKK,Barnes Jewish Hospital,MO
BKL,Bellefontaine Habilitation,MO
BKM,Barnes Jewish West County Hosp,MO
BKN,Bates County Memorial Hospital,MO
BKO,Bob Wilson Memorial Hospital,KS
BKP,Beatrice Community Hospital,NE
BKQ,Beatrice State Developmentl Ctr,NE
BKR,Bryan Medical Center West Cmps,NE
BKS,Bryan Medical Center,NE
BKV,Beauregard Memorial Hospital,LA
BKW,Baton Rouge General Medical Ctr,LA
BKZ,Bastrop Rehabilitation Hospital,LA
BLA,Bayne Jones Army Community Hosp,LA
BLB,Bradley County Medical Center,AR
BLC,Baptist Hlth Med Ctr Nth Ltl Rk,AR
BLD,Baptist Health Rehab Institute,AR
BLE,Baptist Health Medical Center,AR
BLF,Forrest City Medical Center,AR
BLG,Baptist Health Medical Center,AR
BLH,Booneville Human Develpment Ctr,AR
BLI,Bone & Joint Hospital St Anthny,OK
BLJ,Bristow Medical Center,OK
BLK,Blake Medical Center,FL
BLL,Brookhaven Hospital,OK
BLM,IU Health Bloomington Hospital,IN
BLN,Baylor Medical Center Irving,TX
BLO,Baylor Medical Center,TX
BLP,Baylor Institute Rehabilitation,TX
BLQ,Baylor Regional Medical Center,TX
BLR,Baylor All Saints Medical Ctr,TX
BLT,Bowie Memorial Hospital,TX
BLU,Ballinger Memorial Hospital,TX
BLV,Baptist Retirement Community,TX
BLW,Harris Health System Ben Taub,TX
BLX,Nexus Specialty Hospital,TX
BLY,Bellville St Joseph Health Ctr,TX
BLZ,Bayshore Medical Center,TX
BMA,Brazosport Regional Health Sys,TX
BMB,Beebe Healthcare,DE
BMC,Boulder Community Hospital,CO
BME,Burleson St Joseph Health Ctr,TX
