Code7,Affiliation Code,STATE
ANF,Kindred Hospital Central Ohio,OH
ANG,Select Specialty Hospital,OH
ANH,Shriners Hospital For Children,OH
ANI,Summit Behavioral Health Care,OH
ANJ,Southern Ohio Correctional,OH
ANK,Kindred Hospital Of Lima,OH
ANL,St Vincent Mercy Hospital,IN
ANM,St Vincent Frankfort Hospital,IN
ANO,Select Specialty Hospital,IN
ANP,Franciscan Saint Francis Health,IN
ANQ,Franciscan St Francis Hospital,IN
ANT,St Vincent Stress Center,IN
ANU,Kindred Hospital Northwest IN,IN
ANV,Franciscan St Margaret Health,IN
ANW,Regional Mental Health Center,IN
ANY,Saint Joseph Regional Med Ctr,IN
ANZ,Select Specialty Hospital,IN
AOA,St Joseph Hospital,IN
AOC,St Joseph Hospital & Hlth Ctr,IN
AOD,Southern Indiana Rehabilitation,IN
AOE,Saint Vincent Jennings Hospital,IN
AOF,Saint Vincent Randolph Hospital,IN
AOI,St Mary's Medical Center,IN
AOJ,Saint Vincent Clay Hospital,IN
AOK,St Vincent Williamsport Hosp,IN
AOL,Henry Ford Macomb Hospital,MI
AOM,Select Specialty Hospital Macmb,MI
AON,Henry Ford Macomb Mount Clemens,MI
AOP,Select Specialty Hosp Downrvr,MI
AOQ,Select Specialty Hospital,MI
AOR,Kindred Hospital Detroit,MI
AOS,Saint Joseph Mercy Oakland,MI
AOT,Select Specialty Hospital,MI
AOU,Select Specialty Hospital,MI
AOV,Saint Joseph Mercy Lvngstn Hosp,MI
AOW,Sparrow Specialty Hospital,MI
AOZ,Southwest Regional Rehab Ctr,MI
APA,Great Lakes Specialty Hospital,MI
APC,Mercy Health Saint Marys,MI
APD,Spectrum Health Blodgett Campus,MI
APE,Froedtrt/Med Coll-St Jsphs Hosp,WI
APF,Aurora Saint Luke's South Shore,WI
APG,Saint Catherine's Medical Ctr,WI
APH,Allen Parish Hospital,LA
API,Southern Wisconsin Ctr Dvlpmntl,WI
APJ,Sacred Heart Rehab Institute,WI
APL,Wheaton Frncscn Hlthcr St Josph,WI
APM,Select Specialty Hosp-W Alls,WI
APN,Stoughton Hospital,WI
APO,Saint Mary's Hospital,WI
APP,Saint Mary's Hospital & Med Ctr,WI
APQ,Sacred Heart Saint Mary's Hosp,WI
APR,St Joseph's Health Services,WI
APS,Sacred Heart Hospital,WI
APT,St Joseph's Hospital,WI
APU,Spooner Health System,WI
APV,Essentia Hlth St Mrys Hosp Supr,WI
APW,Sister Kenny Rehabilitation,MN
APX,Shriners Hospital For Children,MN
AQA,Saint Peter Regional Trtmnt Ctr,MN
AQB,Mayo Clinic Health Sys-Sprngfld,MN
AQC,CHI Saint Joseph's Health,MN
AQD,Sanford Vermillion Medical Ctr,SD
AQE,South Dakota Human Services Ctr,SD
AQF,Select Specialty Hosp S Dakta,SD
AQG,Vibra Hospital Fargo,ND
AQH,Standing Rock Indian Hlth Hosp,ND
AQI,Vibra Hospital Central Dakotas,ND
AQJ,Southwest Healthcare Services,ND
AQK,Sheridan Memorial Hospital Assn,MT
AQL,Streamwood Behavrl Healthcr Sys,IL
AQM,Metro South Medical Center,IL
AQN,Franciscan St James Health,IL
AQO,Stateville Correctional Center,IL
AQP,Franciscan St James Hlth Olymp,IL
AQQ,Schwab Rehabilitation Hospital,IL
AQR,Saints Mary & Elizabeth Med Ctr,IL
AQS,Shriners Hospital For Children,IL
AQT,Shapiro Center,IL
AQV,Saint Clare's Hospital,IL
AQW,Saint Francis Hospital,IL
AQX,St Elizabeth's Hospital,IL
AQY,St Joseph's Hospital Breese,IL
AQZ,Saint Joseph's Hospital,IL
ARA,Saint Mary's Hospital,IL
ARB,Good Samaritan Reg Hlth Ctr,IL
ARC,Saint Luke's Hospital,MO
ARD,St Vincent's Behavioral Health,MO
ARF,SSM Rehabilitation Hospital,MO
ARG,SSM Saint Mary's Health Center,MO
ARH,Shriners Hospital Childrn-St Ls,MO
ARI,Saint Louis Psych Rehab Ctr,MO
ARJ,Select Specialty Hospital,MO
ARK,Southeast Missouri Mntl Hlth,MO
ARL,Saint Luke's Northland Hospital,MO
ARM,Athens Regional Medical Center,GA
ARN,Swope Ridge Geriatric Center,MO
ARO,Saint Luke's Northland Hospital,MO
ARP,Southwest Psychiatric Rehab Ctr,MO
ARQ,Select Specialty Hospital Topka,KS
ARR,St Francis Health Center,KS
ARS,Saint Luke Hospital/Living Ctr,KS
ARU,Salina Surgical Hospital,KS
ARV,Saint Frances Comm/Residntl Svs,KS
ARX,Memorial Health Care Systems,NE
ASB,Saint Landry Extended Care Hosp,LA
ASE,Sage Rehabilitation Hospital,LA
ASF,Shriners Hospital For Children,LA
ASG,Specialty Extended Care Hosp,LA
ASI,Sterlington Rehabilitation Hosp,LA
ASK,Select Specialty Hospital,AR
ASM,Aurora Medical Center Kenosha,WI
ASN,St Bernards Behavioral Health,AR
ASO,Select Specialty Hospital,AR
ASP,Aspen Valley Hospital,CO
ASR,Select Specialty Hospital,OK
ASS,Shadow Mountain Behavioral Hlth,OK
AST,Saint Francis Hospital,OK
ASU,Select Specialty Hospital Tulsa,OK
ASV,Seay Behavioral Health Center,TX
ASW,Select Specialty Hosp N Dallas,TX
ASY,Christus St Michael Rehab Hosp,TX
ASZ,Select Specialty Hosp-Longview,TX
ATA,Sabine County Hospital,TX
ATB,Seymour Hospital,TX
ATC,Scott & White Santa Fe Center,TX
ATE,Shannon Behavioral Health,TX
ATF,Schleicher County Medical Ctr,TX
ATH,Alta Bates Summit Medical Ctr,CA
ATI,Select Spclty Hosp Houstn-Hghts,TX
ATJ,Select Spclty Hosp Hstn Med Ctr,TX
ATK,Shriners Hospitals For Children,TX
ATL,Select Specialty Hosp Hustn Wst,TX
ATN,Mthdst Hstn Sn Jcnto Hosp Rehab,TX
ATP,Post Acute Cr Med Speclty Hosp,TX
ATQ,Starlite Recovery Center,TX
ATR,Clarity Child Guidance Center,TX
ATS,Acuity Hospital Of South Texas,TX
ATT,San Marcos Treatment Center,TX
ATU,Saint David's Rehab Hosp,TX
ATV,Seton Shoal Creek Hospital,TX
ATW,Seton Northwest Hospital,TX
ATX,Shamrock General Hospital,TX
ATY,Vibra Hospital Of Amarillo,TX
ATZ,Plum Creek Specialty Hospital,TX
AUA,Texas Specialty Hosp At Lubbock,TX
AUB,Multicare Auburn Medical Center,WA
AUC,Sunrise Canyon Hospital,TX
AUD,Stonewall Memorial Hospital,TX
AUE,Countinue Care Hospital,TX
AUF,Kindred Hospital,TX
AUG,Kindred Hospital Aurora,CO
AUH,Spalding Rehabilitation Hosp,CO
AUI,Centura Health St Anthony N Hsp,CO
AUJ,Select Specialty Hospital Denvr,CO
AUK,Select Long Term Acute Cr Hosp,CO
AUL,Southeast Colorado Hospital,CO
AUO,State Hospital South,ID
AUP,Saint Luke's Wood River Med Ctr,ID
AUQ,Saint Mary's Hospital & Clinics,ID
AUS,State Hospital North,ID
AUT,Safe Haven Hospital Treasr Vlly,ID
AUU,Shriners Hospitals Chld Slt Lke,UT
AUV,San Juan Healthcare Services,UT
AUW,Saint Luke's Behavioral Health,AZ
AUX,Select Specialty Hospital Phnx,AZ
AUZ,Haven Senior Horizons,AZ
AVA,Scottsdale Healthcare Shea Med,AZ
AVB,Banner Behavioral Health Center,AZ
AVC,Sonora Behavioral Health,AZ
AVD,Southern Arizona VA Health Care,AZ
AVE,AMG Specialty Hospital Albuqrqe,NM
AVF,Mescalero Indian Hospital,NM
AVG,Mesa View Regional Hospital,NV
AVH,Avista Adventist Hospital,CO
AVI,Montevista Hospital,NV
AVJ,Spring Mountain Treatment Ctr,NV
AVK,Southern Nevada Adult Mntl Hlth,NV
AVL,Mount Grant General Hospital,NV
AVM,Adventist Medical Center,OR
AVN,South Lyon Medical Center,NV
AVO,Shriners Hospital For Children,CA
AVP,Santa Monica UCLA Medical Ctr,CA
AVQ,Star View Adolescent Center,CA
AVS,Saint Mary Medical Center,CA
AVT,Aventura Hospital Medical Ctr,FL
AVV,Scripps Memorial Hospital,CA
AVX,Scripps Mercy Hospital,CA
AVY,Antelope Valley Hospital,CA
AWA,Sharp Mc Donald Center,CA
AWB,Alvarado Hospital,CA
AWC,Sharp Mesa Vista Hospital,CA
AWD,San Diego County Psych Hosp,CA
AWE,Saddleback Memorial Medical Ctr,CA
AWF,St Joseph Hospital Of Orange,CA
AWG,Good Samaritan Hospital SW,CA
AWH,Seton Medical Center Coastside,CA
AWI,Saint Mary's Medical Center,CA
AWJ,John Muir Behavorial Health Ctr,CA
AWK,All Saints Sub Acute & Rehab,CA
AWL,MPI Chemical Dependency Hosp,CA
AWM,Mission Oaks Hospital,CA
AWN,Sutter Maternity & Surgery Ctr,CA
AWO,Sub-Acute Saratoga Chldrns Hosp,CA
AWP,San Joaquin County Behavrl Hlth,CA
AWQ,Saint Joseph's Behavioral Hlth,CA
AWR,Mercy Medical Center,CA
AWS,Doctors Behavioral Health Ctr,CA
AWW,Sonoma Developmental Center,CA
AWX,Saint Joseph Hospital-Gen Cmpus,CA
AWY,Humbolt County Mental Health,CA
AWZ,Sacramento Cny Mntl Hlth Trtmnt,CA
AXA,Shriners Hosp Chldrn Nrthrn CA,CA
AXB,Sutter Center For Psychiatry,CA
AXC,Sutter-Yuba Mental Health Svs,CA
AXE,Dgnty Hlth Mrcy Med Ctr Mt Shst,CA
AXG,Samuel Mahelona Memorial Hosp,HI
AXH,Shriners Hospitals For Children,HI
AXI,Salem Hospital Regional Rehab,OR
AXJ,Serenity Lane Treatment Center,OR
AXK,VA Southern Oregon Rehab Ctr,OR
AXL,Saint Charles Redmond Med Ctr,OR
AXM,Swedish Medical Ctr Chrry Hll,WA
AXN,Swedish Medical Center Ballard,WA
AXO,Schick Shadel Hospital,WA
AXP,Peace Health Saint Jsph Med Ctr,WA
AXQ,Madigan Army Medical Center,WA
AXR,St Peter Chemical Dependency,WA
AXS,Peace Health SW Mem Hlth Ctr,WA
AXT,Providence St Joseph's Hospital,WA
AXU,St Luke's Rehabilitation Inst,WA
AXV,Mann-Grandstaff VA Med Ctr Spkn,WA
AXW,Maniilaq Health Center,AK
AXX,Skyridge Medical Center,CO
AXY,Saint Theresa's Specialty Hosp,LA
AXZ,San Antonio State Hospital,TX
AYA,Saint Francis Hospital-Bartlett,TN
AYB,Monroe Carell Children's Hosp,TN
AYC,St Francis Medical Center,VA
AYD,Mercy Gilbert Medical Center,AZ
AYE,Mercy Defiance Hospital,OH
AYF,Baylor Surgical Hosp Fort Worth,TX
AYG,Midwest Center Youth & Families,IN
AYH,Saint Joseph's Children's Hosp,FL
AYI,Saint Francis Heart Hospital,OK
AYK,Southern Hills Hospital/Med Ctr,NV
B01,Baylor Medical Center McKinney,TX
BA3,Bellin Hospital,WI
BA4,Brooksville Regional Hospital,FL
BA5,Southern CA Hosp Culvr Cty,CA
BA6,Baptist Health Corbin,KY
BA7,Beaufort Memorial Hospital,SC
BA8,IU Health Bedford Hospital,IN
BA9,Bonner General Hospital,ID
BAA,Borgess Medical Center,MI
BAC,Bristol Hospital,CT
BAD,Bronx Lebanon Hospital Center,NY
BAE,Bayshore Community Hospital,NJ
BAF,Bayfront Medical Center,FL
BAG,Community Health Network,WI
BAI,Belmont Community Hospital,OH
BAJ,Henry Ford Physical Rehab Ctr,MI
BAL,IU Health Ball Memorial Hosp,IN
BAM,Cape Regional Medical Center,NJ
BAN,Brylin Hospital,NY
BAO,Research Med Ctr Brkside Cmps,MO
BAQ,Baylor University Medical Ctr,TX
BAS,Blessing Hospital At 14Th,IL
BAT,Baptist Medical Center Nassau,FL
BAU,Signature Healthcare Brockton,MA
BAX,Baxter Regional Medical Center,AR
BAY,Bluefield Regional Medical Ctr,WV
BAZ,Harris Health System Ben Taub,TX
BB1,Blount Memorial Hospital,TN
BB2,Brooks Memorial Hospital,NY
BB3,Carepoint Healthbayonne Med Cnt,NJ
BB5,Mayo Clin Hlth Sys Chippwa Vlly,WI
BB8,Boulder Community Hospital,CO
BBA,Baptist Memorial Hosp Boonvlle,MS
BBB,Beatrice Community Hospital,NE
BBC,Bryce Hospital,AL
BBD,Berkshire Medical Center,MA
BBE,Brownwood Regional Medical Ctr,TX
BBF,Bunkie General Hospital,LA
BBG,CHI Health Bergan Mercy,NE
BBH,Belmont Pines Hospital,OH
BBK,Orchard Hospital,CA
BBL,Bert Fish Medical Center,FL
BBM,Brattleboro Memorial Hospital,VT
BBO,Saint Thomas Midtown Hospital,TN
BBQ,Bolivar General Hospital,TN
BBR,Bourbon Community Hospital,KY
BBT,Bacon County Hospital,GA
BBU,Banner Thunderbird Medical Ctr,AZ
BBV,Bayley Seton Hospital,NY
BBW,Beaver Dam Community Hospital,WI
BBX,Bibb Medical Center,AL
BBY,Butler Hospital,RI
BBZ,Brazosport Regional Health Sys,TX
BC1,Bon Secours Community Hospital,NY
BC2,Baptist Medical Center,FL
BC3,Univ Med Ctr Brackenridge,TX
BC4,Valley Baptist Medical Center,TX
BC5,Brunswick Novant Medical Center,NC
BC6,Beaumont Hospital Grosse Pointe,MI
BC7,Beacham Memorial Hospital,MS
BC8,Beckley ARH Hospital,WV
BC9,Braxton County Memorial Hosp,WV
BCB,Barnes Jewish Hospital,MO
BCC,Brigham City Community Hospital,UT
BCD,Bertrand Chaffee Hospital,NY
BCF,Barton Memorial Hospital,CA
BCG,Vidant Beaufort Hospital,NC
BCH,Black River Memorial Hospital,WI
BCI,Bethesda Hospital,MN
BCJ,Community Hospital Of Bremen,IN
BCK,Bozeman Deaconess Health Svs,MT
BCL,Breckinridge Memorial Hospital,KY
BCN,Buffalo Hospital,MN
BCO,Boca Raton Regional Hospital,FL
BCP,Advocate Bromenn Medical Center,IL
BCQ,Saint Francis Hospital South,OK
BCR,Bolivar Medical Center,MS
BCS,Boone Memorial Hospital,WV
BCT,Barnesville Hospital,OH
BCU,Brownfield Regional Medical Ctr,TX
BCW,Cape Fear Valley Bladen Cty Hos,NC
BCX,Broughton Hospital,NC
BCY,Boone County Hospital,IA
BCZ,Bronson Battle Creek Hospital,MI
BD2,Bedford Memorial Hospital,VA
BD4,Emerald Coast Behavioral Hosp,FL
BD5,Bay Area Medical Center,WI
BD6,Bon Secours Baltimore Hlth Sys,MD
BD7,Bradford Regional Medical Ctr,PA
BD8,Blowing Rock Rehab Ext Care,NC
BD9,BSA Hospital,TX
BDA,The Hospital Of Centrl CT Brdly,CT
BDC,Baptist Health Med Ctr Arkadlph,AR
BDD,Belmont Behavioral Health,PA
BDE,Betsy Johnson Hospital,NC
BDG,Skyridge Medical Center,TN
BDH,Bethesda Hospital East,FL
BDK,Bradley County Medical Center,AR
BDL,Bascom Palmer Eye Institute,FL
BDN,Banner Baywood Medical Center,AZ
BDP,Buchanan General Hospital,VA
BDR,Integris Baptist Medical Center,OK
BDS,Beauregard Memorial Hospital,LA
BDT,Burnett Medical Center,WI
BDU,Dorothea Dix Psychiatric Center,ME
BDY,Va Maryland Hlth Care Sys,MD
BDZ,Barstow Community Hospital,CA
BE1,Bristow Medical Center,OK
BE3,Bennett County Hospital,SD
BE4,IU Health Blackford Hospital,IN
BE6,Brookings Health System,SD
BE7,Boulder City Hospital,NV
BE8,Baldwin Area Medical Center,WI
BE9,Bullock County Hospital,AL
BEA,Berwick Hospital Center,PA
BEC,Summa Barberton Hospital,OH
BEE,Beebe Healthcare,DE
BEF,The Bridgeway,AR
BEG,Bluffton Regional Medical Cente,IN
BEH,Beth Israel Deaconess Med Ctr W,MA
BEJ,Bellevue Hospital Center,NY
BEK,Beloit Memorial Hospital,WI
BEM,Baptist Memorial Hosp-Collrvlle,TN
BEN,South Georgia Med Ctr Brrien,GA
BEO,Barnwell County Hospital,SC
BEP,Saint Joseph Berea Hospital,KY
BEQ,Blue Mountain Hospital District,OR
BER,Bergen Regional Medical Center,NJ
BES,Butler County Health Care Ctr,NE
BET,Beth Israel Medical Center,NY
BEU,Vidant Bertie Hospital,NC
BEV,Beverly Hospital,MA
BEY,Beverly Hospital,CA
BEZ,Mercy Hospital Boonville,AR
BF1,Bellevue Hospital,OH
BF3,Bournewood Hospital,MA
BF4,Bell Hospital,MI
BF5,Baldpate Hospital,MA
BF6,Banner Desert Medical Center,AZ
BF7,Benson Hospital,AZ
BF9,Bath Community Hospital,VA
BFB,Edith Nourse Rogers Mem VA Hosp,MA
BFC,Heritage Medical Center,TN
BFD,Bear Lake Memorial Hospital,ID
BFE,Mills Peninsula Health Center,CA
BFF,Baptist Health Louisville,KY
BFI,Boundary Community Hospital,ID
BFK,Baptist Health La Grange,KY
BFL,Bucyrus Community Hospital,OH
BFM,Bakersfield Heart Hospital,CA
BFN,Barrow Regional Medical Center,GA
BFO,Northridge Medical Center,GA
BFQ,Barnes-Kasson County Hospital,PA
BFR,Penn Highlands Brookville,PA
BFS,Broadwater Health Center,MT
BFT,Burgess Health Center,IA
BFU,Essentia Health,MN
BFV,Health Alliance Mary's Avenue,NY
BFW,Great River Medical Center,IA
BFY,Bridgton Hospital,ME
BFZ,Baylor All Saints Medical Ctr,TX
BG1,Spectrum Health Grand Rapids,MI
BG2,Baum Harmon Mercy Hospital,IA
BG3,Broadlawns Medical Center,IA
BG4,Buchanan County Health Center,IA
BG5,Buena Vista Regional Med Center,IA
BG6,Barton County Memorial Hospital,MO
BG7,Bates County Memorial Hospital,MO
BG8,Beaver County Memorial Hospital,OK
BG9,Brookhaven Hospital,OK
BGA,Broaddus Hospital,WV
BGB,Bay Area Hospital,OR
BGC,Bellevue Woman's Care Campus,NY
BGD,Cobleskill Regional Hospital,NY
BGE,Beartooth Billings Clinic,MT
BGF,Big Horn County Memorial Hosp,MT
BGG,Big Sandy Medical Center Inc,MT
BGH,Blackfeet Community Hospital,MT
BGI,Bear River Valley Hospital,UT
BGK,BHC Alhambra Hospital,CA
BGL,Bakersfield Memorial Hospital,CA
BGM,Bayview Behavioral Health Cmpus,CA
BGN,Bear Valley Community Healthcr,CA
BGO,Bleckley Memorial Hospital,GA
BGP,Brooks County Hospital,GA
BGQ,Burke Medical Center,GA
BGS,Baraga County Memorial Hospital,MI
BGT,Mclaren Bay Special Care,MI
BGU,Brighton Center For Recovery,MI
BGV,Bay Medical Sacred Heart Hosp,FL
BGX,Integris Bass Baptist Hlth Ctr,OK
BGY,Mayo Clinic Health Sys Northlan,WI
BGZ,Gunder Boscobel Area Hospital,WI
BH1,Citizens Baptist Medical Center,AL
BH2,De Kalb Regional Medical Center,AL
BH3,Walker Baptist Medical Center,AL
BH6,Bay Ridge Hospital,MA
BH7,Barnes Jewish Saint Peters Hosp,MO
BH8,Baptist Memorial Hospital Dsoto,MS
BH9,Baptist Memorial Hosp Goldn Tri,MS
BHA,Bowdle Hospital,SD
BHB,Boone County Health Center,NE
BHC,Benefis Health System West Cmps,MT
BHD,Box Butte General Hospital,NE
BHE,Brodstone Memorial Hospital,NE
BHF,Brown County Hospital,NE
BHH,Blue Hill Memorial Hospital,ME
BHJ,Beaver Valley Hospital,UT
BHK,Bayside Community Hospital,TX
BHL,Bellville St Joseph Health Ctr,TX
BHM,Big Bend Regional Medical Ctr,TX
BHN,Bowie Memorial Hospital,TX
BHO,Berger Hospital,OH
BHP,Bingham Memorial Hospital,ID
BHR,Barnes Jewish West County Hosp,MO
BHT,Bryan W Whitfield Memorial Hosp,AL
BHY,Memorial Hospital & Manor,GA
BHZ,Cherokee Medical Center,AL
BIA,Baptist Memorial Hosp N Miss,MS
BIB,Baptist Memorial Hospital-Union,MS
BIC,Buffalo General Medical Center,NY
BID,Burke Rehabilitation Hospital,NY
BIE,Binghamton General Hospital,NY
BIF,Bacharach Institute For Rehab,NJ
BIH,Baylor Regional Medical Center,TX
BII,Baylor Medical Center Irving,TX
BIJ,Baptist Medical Center-Beaches,FL
BIL,Biloxi Regional Medical Center,MS
BIM,Baptist Memorial Hospital Womn,TN
BIO,Baylor Institute Rehabilitation,TX
BIQ,Promedica Bay Park Hospital,OH
BIR,University Of Chicago Medicine,IL
BIS,Banner Boswell Medical Center,AZ
BIT,Brooks Rehabilitation Hospital,FL
BIU,Baptist Medical Center South,AL
BIV,Baptist Health Medical Center,AR
BIX,Promedica Bixby Hospital,MI
BJB,VA Boston Healthcare System,MA
BJC,Beth Israel Deaconess Med Ctr,MA
BJD,Bridgewater State Hospital,MA
BJE,Beth Israel Deaconess Hosp Ndhm,MA
BJF,Brattleboro Retreat,VT
BJG,Buttonwood Behavioral Hlth Hosp,NJ
BJI,Beth Israel Medical Center,NY
BJJ,Bronx Lebanon Hospital Center,NY
BJK,Bronx Psychiatric Center,NY
BJL,New York City Childrns Ctr Brnx,NY
BJN,James J Peters VA Medical Ctr,NY
BJO,Bedford Hills Correctional,NY
BJP,Blythedale Children's Hospital,NY
BJQ,Brunswick Hall,NY
BJS,Broome Developmental Center,NY
BJT,Buffalo Psychiatric Center,NY
BJV,Bucktail Medical Center,PA
BJW,Brooke Glen Behavioral Hospital,PA
BJX,Bryn Mawr Rehabilitation Hosp,PA
BJY,Brook Lane Health Services,MD
BJZ,Behavioral Health Care,NC
BKA,Brynn Marr Hospital,NC
BKB,Bon Secours St Francis Hospital,SC
BKD,Beaufort Naval Hospital,SC
BKE,Bradley Center Of St Francis,GA
BKF,Baptist Hospital Of Miami,FL
BKG,Bay Pines VA Healthcare System,FL
BKH,Brookhaven Mem Hosp Med Ctr,NY
BKI,Bayside Center Behavioral Hlth,FL
BKJ,Bradford Health-Warrior Lodge,AL
BKK,Birmingham VA Medical Center,AL
BKL,Bradford Health Services,AL
BKM,Blake Medical Center,FL
BKO,Saint Thomas Hickman Hospital,TN
BKP,Dekalb Community Hospital,TN
BKQ,Bordeaux Long-Term Care,TN
BKR,Newport Medical Center,TN
BKS,Baptist Memorial Hospital Tiptn,TN
BKT,Lauderdale Community Hospital,TN
BKU,Baptist Restorative Care,TN
BKV,Baptist Memorial Hospital Memph,TN
BKW,Baptist Rehab Germantown,TN
BKX,Baptist Memorial Hosp-Union CT,TN
BKY,Baptist Memorial Hosp Huntingdn,TN
BL7,Bluegrass Community Hospital,KY
BLB,Brentwood Behavioral Healthcare,MS
BLC,Blanchfield Army Community Hosp,TN
BLF,Blanchard Valley Hospital,OH
BLG,Bryan Medical Center,NE
BLH,Bowen Center For Human Services,IN
BLI,Columbus Behavioral Center,IN
BLJ,Indiana University Health Paoli,IN
BLK,Mclaren Bay Region,MI
BLL,Borgess Pipp Hospital,MI
BLM,Geisinger Bloomsburg Hospital,PA
BLO,IU Health Bloomington Hospital,IN
BLP,Blank Children's Hospital,IA
BLQ,Iowa Specialty Hospital-Belmond,IA
BLR,Bellin Psychiatric Center,WI
BLS,Brown County Community Treatmnt,WI
BLT,Community Addiction Recovery,MN
BLU,Regional Rehabilitation Inst,SD
BLV,Benefis Health System Main Cmps,MT
BLW,Behavioral Health Services,IL
BLX,Blessing Hospital At 11Th,IL
BLY,The Brooklyn Hospital Center,NY
BMA,Bellefontaine Habilitation,MO
BMB,Bob Wilson Memorial Hospital,KS
BMD,Boston Medical Center,MA
BME,Boys Town National Research,NE
BMF,Beatrice State Developmentl Ctr,NE
BMH,Bryn Mawr Hospital,PA
BMK,Brentwood Hospital,LA
BML,Bayshore Medical Center,TX
BMM,Bastrop Rehabilitation Hospital,LA
BMN,Bayne Jones Army Community Hosp,LA
BMO,Baptist Hlth Med Ctr Nth Ltl Rk,AR
BMP,Baptist Health Rehab Institute,AR
BMQ,Baptist Health Medical Center,AR
BMR,Booneville Human Develpment Ctr,AR
BMS,Baylor Medical Center Garland,TX
BMU,Baylor Medical Center,TX
BMV,Baylor Specialty Hospital,TX
BMX,Ballinger Memorial Hospital,TX
BMY,Baptist Retirement Community,TX
BMZ,Nexus Specialty Hospital,TX
BNB,Burleson St Joseph Health Ctr,TX
BNC,Brooke Army Medical Center,TX
BND,Brandon Regional Hospital,FL
BNE,Boone Hospital Center,MO
BNF,Big Spring State Hospital,TX
BNG,Safehaven Hospital & Care Ctr,ID
BNH,Bethesda North Hospital,OH
BNI,Benewah Community Hospital,ID
BNJ,Benchmark Behavioral Health,UT
BNK,Banner Estrella Medical Center,AZ
BNM,Banner Heart Hospital,AZ
BNN,Banner Behavioral Hlth Hosp,AZ
BNO,Flagstaff Med Ctr Behavrl Hlth,AZ
BNP,Rehoboth Mcknly Chrstn Hlth Cr,NM
BNQ,Battle Mountain General Hosp,NV
BNR,Barlow Respiratory Hospital,CA
BNT,Hazelden Betty Ford Foundation,CA
BNU,Ballard Rehabilitation Hospital,CA
BNX,Butte County Behavioral Health,CA
BOA,Barix Clinic Of Pennsylvania,PA
BOD,Baylor Regional Med Ctr Plno,TX
BOE,Cardon Children's Medical Ctr,AZ
BOT,Botsford Hospital,MI
BOU,Bothwell Regional Health Center,MO
BOW,Brookwood Medical Center,AL
BPH,Baptist Hospital,FL
BPS,Baptist Medical Center,TX
BPT,Forrest City Medical Center,AR
BQU,Memorial Hospital Miramar,FL
BQX,Louisiana Heart Hospital,LA
BQY,Emory Johns Creek Hospital,GA
BQZ,Adventist Bolingbrook Hospital,IL
BRB,Kindred Hospital Town & Country,TX
BRC,Ocean Medical Center,NJ
BRE,Kindred Hospital Tomball,TX
BRF,Kindred Hospital Sugar Land,TX
BRG,Baton Rouge General Medical Ctr,LA
BRH,Bronson Methodist Hospital,MI
BRI,Wellmont Bristol Reg Med Ctr,TN
BRJ,Kindred Hospital Spring,TX
BRK,Doctors Medical Center,CA
BRM,Mclaren Bay Region,MI
BRN,Kindred Hospital North Houston,TX
BRO,Brookdale University Hospital,NY
BRP,Kindred Hospital Of Clear Lake,TX
BRQ,Kindred Hospital East Houston,TX
BRR,Kindred Hospital Baytown,TX
BRS,Mayo Clinic,FL
BRT,Physns Reg Hlth Sytm Colr Blvd,FL
BRU,Physicians Regional Hlthcr Sys,FL
BRV,Centennial Hills Hospital Med C,NV
BRW,Broward Health Medical Center,FL
BRY,Central Regional Hospital,NC
BRZ,Saint Anthony Summit Med Ctr,CO
BSA,P & S Surgical Hospital,LA
BSB,Nebraska Orthopaedics Hospital,NE
BSD,Columbia Center,WI
